age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
16,4,23394,11,8,4,1,1,4,1,0,0,39,39,1
16,2,20215,15,9,0,1,4,2,0,0,0,39,39,1
19,7,1756,11,8,6,8,4,4,0,0,0,7,39,1
8,4,16189,15,9,2,12,0,4,1,0,0,49,39,1
2,7,13109,11,8,4,8,1,4,0,0,0,17,39,1
36,4,25859,9,12,2,10,5,4,0,0,0,47,39,3
18,4,10150,11,8,2,7,0,4,1,70,0,47,39,1
23,5,15311,9,12,2,12,0,1,1,0,0,44,35,3
10,4,27543,9,12,4,10,1,4,1,0,0,54,39,1
33,4,4971,11,8,0,14,1,4,1,0,0,49,39,1
30,9,15461,15,9,2,15,5,4,0,0,0,7,39,1
16,4,4802,11,8,2,14,0,4,1,0,50,49,39,3
11,9,16224,1,6,4,15,4,2,0,0,0,29,39,1
19,4,20382,11,8,0,5,1,4,1,0,0,49,39,1
31,4,15993,5,3,0,8,1,4,1,0,0,39,39,1
31,6,3419,15,9,0,14,4,4,0,0,0,52,39,1
26,4,22975,15,9,0,12,1,4,1,0,0,41,39,1
59,2,19086,0,5,0,14,1,2,1,0,0,19,39,1
6,4,19838,11,8,4,8,1,2,0,50,0,54,39,1
12,4,12902,12,13,4,10,1,4,0,0,0,39,39,1
40,4,1763,4,2,0,8,1,4,0,0,0,39,39,1
45,6,4823,9,12,2,3,0,4,1,0,0,5,39,1
9,4,25577,11,8,4,1,3,4,1,0,0,49,39,1
25,2,17752,9,12,0,10,2,4,0,0,0,54,39,1
19,4,25842,7,11,2,10,5,4,0,0,0,30,39,3
26,5,12397,15,9,2,4,0,4,1,0,0,73,39,1
11,4,9694,15,9,4,1,1,4,1,0,0,39,39,1
16,4,7692,11,8,0,3,1,4,1,0,0,49,39,1
31,4,5610,11,8,4,12,4,4,0,0,0,39,39,1
15,4,26035,14,14,1,10,5,4,0,122,0,59,39,3
13,4,5045,9,12,4,12,1,4,0,0,0,39,39,1
1,4,24266,11,8,4,1,3,4,0,0,0,19,39,1
41,5,13740,9,12,2,12,0,4,1,0,0,69,39,3
35,1,23784,10,15,2,10,0,1,1,0,0,39,42,3
8,4,15166,12,13,4,10,3,4,0,0,0,39,39,1
22,6,25419,9,12,2,4,0,4,1,0,0,49,39,1
22,6,4026,11,8,2,5,0,4,1,0,0,44,39,3
1,4,6122,11,8,4,1,3,2,0,0,0,39,39,1
38,4,18613,11,8,0,12,4,4,0,0,0,39,39,1
9,2,13311,11,8,2,13,0,4,1,0,0,73,39,3
52,9,18274,14,14,2,15,0,4,1,0,0,34,39,3
4,4,15466,15,9,4,1,3,4,0,0,0,9,42,1
2,4,20304,0,5,4,5,3,4,1,0,0,39,39,1
4,4,24550,15,9,4,3,3,4,1,0,0,24,39,1
19,4,15937,9,12,4,4,3,4,1,0,0,39,39,1
32,9,12918,11,8,6,15,1,4,0,0,0,78,39,1
25,4,9473,5,3,0,8,4,4,0,0,0,39,42,1
23,4,511,8,10,0,6,1,4,0,0,0,34,39,1
18,5,16662,9,12,2,13,0,4,1,0,0,44,39,3
14,4,6929,1,6,4,8,3,4,1,0,0,29,31,1
28,4,1611,11,8,6,5,4,4,1,0,0,64,39,1
35,4,20116,11,8,0,4,1,4,0,0,0,39,39,1
6,4,28042,7,11,4,12,3,4,0,0,0,34,39,1
12,4,8467,1,6,5,8,3,2,0,0,0,39,39,1
25,4,4161,8,10,2,14,0,4,1,0,0,44,39,3
19,9,6416,11,8,4,15,3,4,1,0,0,39,39,1
44,1,23639,15,9,0,1,1,2,0,0,0,39,39,1
41,4,16752,5,3,5,8,1,4,0,0,0,23,39,1
30,4,313,11,8,4,12,1,4,0,0,0,64,39,3
14,4,26793,9,12,4,1,1,4,1,0,0,49,39,1
36,4,18253,9,12,2,10,0,4,1,0,0,78,39,1
17,4,16092,15,9,0,1,4,4,0,0,0,39,39,1
45,2,20587,15,9,0,10,1,0,1,0,0,39,39,1
6,4,15922,15,9,4,10,1,3,0,0,0,34,39,1
30,4,12997,12,13,4,10,1,4,0,0,0,39,9,3
42,6,8636,11,8,2,5,0,4,1,42,0,59,39,1
0,4,11907,0,5,4,3,3,4,0,0,0,29,39,1
23,2,236,9,12,0,10,4,0,0,0,0,39,39,1
21,6,28311,11,8,2,3,0,4,1,0,0,46,39,1
28,4,10055,15,9,0,3,1,4,1,0,0,49,39,1
29,4,23320,11,8,2,3,0,4,1,79,0,39,39,1
40,4,2376,11,8,2,8,0,4,1,0,0,59,39,1
5,7,17972,8,10,4,1,3,4,1,0,0,9,39,1
13,4,27340,11,8,2,13,0,4,1,0,0,39,39,3
25,4,9856,9,12,2,8,0,4,1,0,0,39,39,1
15,4,19525,1,6,2,14,0,4,1,95,0,59,39,3
23,4,24116,6,4,4,3,2,2,1,0,0,39,39,1
33,1,15195,11,8,2,13,0,4,1,95,0,49,39,3
28,4,20941,15,9,2,4,0,4,1,0,0,49,39,1
21,1,16459,15,9,5,6,1,4,1,0,0,39,39,1
12,4,26284,9,12,2,4,0,4,1,0,30,46,39,1
14,4,17055,15,9,2,12,0,4,1,0,0,43,39,3
14,4,9245,11,8,5,8,4,4,0,0,0,23,39,1
32,6,10722,11,8,2,5,0,4,1,0,0,49,39,3
29,4,24905,11,8,2,3,0,4,1,0,0,39,39,1
38,4,12932,11,8,2,14,0,4,1,0,0,34,39,1
65,6,14026,11,8,0,4,1,4,1,0,0,11,39,1
28,4,12132,15,9,2,13,0,4,1,112,0,36,39,3
18,9,18380,7,11,2,15,5,4,0,81,0,11,39,3
24,4,7814,15,9,2,4,0,4,1,0,0,59,39,3
4,4,11459,11,8,4,7,3,4,1,0,0,39,39,1
2,4,19969,2,7,4,12,3,4,0,0,0,29,39,1
24,7,6636,11,8,5,6,4,4,1,0,0,39,39,1
23,4,2969,11,8,0,3,1,4,1,0,0,44,39,1
27,4,24835,11,8,5,7,3,2,1,0,0,39,39,1
4,4,27958,11,8,4,8,2,4,1,0,0,39,39,1
22,4,24858,15,9,2,4,0,4,1,0,0,69,39,1
46,4,11465,11,8,2,14,0,4,1,0,0,34,39,3
36,4,281,11,8,3,14,1,4,1,104,0,39,39,3
38,9,9398,11,8,3,15,4,2,0,0,0,39,39,1
2,4,11493,15,9,1,6,5,4,0,0,0,39,39,1
28,1,4253,9,12,4,4,1,4,0,0,0,44,39,1
35,4,19957,15,9,0,14,1,4,1,0,0,81,39,1
0,4,26030,2,7,4,10,3,4,1,0,0,17,39,1
18,4,730,15,9,2,7,0,4,1,0,0,39,39,1
28,4,8490,9,12,4,12,1,4,0,0,0,49,39,1
29,4,22898,11,8,4,7,1,4,1,0,0,44,39,1
33,4,568,9,12,2,12,0,4,1,0,0,44,39,3
8,4,13739,11,8,4,12,4,4,0,0,0,39,39,1
22,4,6373,11,8,2,3,0,4,1,0,0,39,39,1
34,4,4467,11,8,2,4,0,4,1,0,0,39,39,3
35,2,13634,11,8,2,10,0,4,1,0,0,39,39,1
38,9,15877,0,5,6,15,1,4,0,0,0,44,39,1
31,2,23075,9,12,2,10,0,4,1,0,0,39,39,1
10,4,24422,11,8,4,6,3,4,1,0,0,31,39,1
13,4,16941,11,8,4,3,3,4,1,0,0,39,39,1
12,2,22508,0,5,4,5,1,4,1,0,0,39,39,1
36,4,19779,2,7,2,3,0,4,1,0,0,39,39,3
9,4,16019,11,8,4,1,4,2,0,0,0,39,23,1
10,4,5971,11,8,4,8,3,4,0,0,0,39,39,1
41,6,28338,11,8,2,12,0,4,1,0,0,39,39,3
2,6,9233,11,8,4,3,3,4,1,0,0,39,9,1
5,7,11205,15,9,4,8,3,2,1,0,0,19,39,1
12,4,24024,8,10,4,4,1,4,0,0,0,39,39,1
27,4,21974,11,8,2,3,0,4,1,0,0,39,39,1
38,4,362,8,10,0,10,1,4,0,0,0,39,39,1
19,5,23817,15,9,2,4,0,4,1,0,0,29,39,3
24,4,9071,15,9,2,4,0,4,1,0,51,39,39,3
40,4,16334,11,8,4,8,2,2,0,0,0,31,39,1
17,2,20518,11,8,4,11,1,4,1,0,0,39,39,1
63,6,21026,11,8,2,5,0,4,1,0,0,29,39,1
42,6,24091,9,12,2,4,0,4,1,0,0,34,39,1
41,4,9476,11,8,2,8,0,4,1,0,0,39,39,1
34,4,12326,15,9,2,1,0,4,1,0,0,37,39,1
17,4,21572,11,8,0,3,1,4,1,0,0,39,39,1
28,4,3518,8,10,2,3,0,4,1,0,0,39,39,3
11,4,28012,9,12,2,10,0,4,1,52,0,39,39,3
15,4,20740,15,9,0,4,1,4,1,0,0,49,33,1
27,6,4587,10,15,2,10,0,4,1,0,0,69,39,3
6,4,25063,11,8,4,1,1,4,1,0,0,39,39,1
16,4,5811,2,7,4,3,4,4,1,0,0,39,39,1
22,7,879,9,12,4,10,1,4,1,0,0,44,39,1
9,4,16826,15,9,4,3,4,4,1,0,0,39,26,1
22,6,7555,11,8,2,14,0,4,1,0,0,44,39,3
18,4,22521,11,8,0,12,1,4,1,119,0,59,39,3
36,4,11348,12,13,0,4,1,4,0,76,0,39,39,1
24,2,19037,9,12,2,10,0,4,1,98,0,39,39,3
73,4,21185,11,8,2,14,0,4,1,37,0,39,39,1
27,2,23015,8,10,2,5,0,4,1,0,0,39,39,1
2,4,26396,11,8,4,3,3,4,1,0,0,39,39,1
64,6,18616,5,3,2,5,0,4,1,0,0,20,39,1
2,4,8804,8,10,4,8,3,4,0,0,0,19,39,1
23,4,16481,9,12,2,1,0,4,1,0,0,39,39,3
11,2,23849,11,8,0,11,1,4,0,0,0,39,39,1
33,4,20061,11,8,2,4,5,4,0,0,0,51,39,1
34,6,3248,15,9,5,4,1,4,0,0,0,59,39,1
37,4,24737,15,9,2,1,5,4,0,0,0,39,39,1
20,5,14339,15,9,2,4,0,4,1,0,0,39,39,3
14,7,15222,15,9,4,8,3,2,0,0,0,39,39,1
14,4,4082,11,8,2,7,0,4,1,0,0,39,39,1
21,4,24055,11,8,2,3,0,4,1,0,0,39,39,3
23,4,12550,12,13,4,10,1,4,1,0,0,49,39,1
2,4,7658,11,8,4,1,2,4,0,0,0,39,39,1
5,9,17851,15,9,4,15,3,2,0,0,0,23,39,1
8,4,3610,2,7,2,14,0,4,1,0,0,39,39,1
2,4,18412,15,9,4,8,3,4,0,0,0,19,39,1
6,4,27449,11,8,4,12,3,2,0,0,0,15,39,1
13,4,13614,15,9,2,12,0,4,1,0,0,54,39,1
18,4,24055,15,9,2,3,0,4,1,0,0,39,39,1
18,4,12026,9,12,2,4,0,4,1,0,0,59,39,1
15,4,228,15,9,5,10,1,4,1,0,71,39,39,3
35,4,13259,9,12,0,1,1,4,0,0,0,39,39,1
29,7,4022,9,12,4,4,4,4,0,0,0,39,39,1
7,4,21224,11,8,4,1,3,4,0,0,0,39,39,1
27,2,26320,9,12,4,10,1,4,1,0,0,49,39,1
25,4,14757,12,13,2,4,0,4,1,0,81,54,39,3
13,6,11664,1,6,0,12,4,4,1,0,6,39,39,1
25,4,2237,15,9,0,1,4,4,0,0,0,39,39,1
31,6,16488,9,12,4,10,1,4,1,0,0,34,39,3
5,4,23579,11,8,4,4,1,4,1,0,0,39,39,1
30,4,4727,9,12,2,10,0,4,1,0,0,39,39,3
48,6,8435,11,8,2,7,0,4,1,0,0,2,39,1
28,4,13177,9,12,0,7,1,4,1,0,0,39,39,1
0,6,802,1,6,4,5,3,4,1,0,0,14,39,1
3,2,23832,11,8,4,8,3,1,1,0,0,9,39,1
9,4,9419,8,10,4,12,1,2,1,0,0,49,39,1
13,4,16715,15,9,4,12,1,4,1,0,0,39,39,1
31,4,6960,9,12,0,1,4,4,0,0,0,59,42,1
27,4,20286,7,11,2,12,0,4,1,0,0,39,39,1
12,4,26004,12,13,4,10,1,4,0,0,0,39,39,1
1,4,27360,6,4,4,6,3,4,1,0,0,15,39,1
35,4,1519,6,4,5,8,1,2,1,0,0,39,39,1
13,4,13811,8,10,0,7,1,4,1,0,0,39,39,1
33,4,26649,2,7,4,11,2,2,1,0,0,39,39,1
28,2,18154,9,12,0,10,1,4,0,0,0,49,39,3
41,4,14755,11,8,0,1,4,4,0,122,0,39,39,3
30,4,14045,11,8,4,7,1,4,1,0,0,39,39,1
47,2,15164,15,9,6,4,1,4,1,0,0,49,39,1
8,2,12375,9,12,4,10,1,4,0,0,0,49,39,3
25,4,27695,7,11,0,3,1,4,1,0,0,39,39,1
29,5,12135,11,8,2,4,0,4,1,0,0,73,39,3
5,4,25543,9,12,4,4,3,4,0,0,0,39,39,1
9,4,10374,11,8,2,3,0,4,1,0,0,39,39,1
32,4,28256,15,9,0,1,1,4,0,62,0,39,39,1
11,4,10524,15,9,4,4,4,4,0,0,0,37,39,1
37,4,3697,11,8,2,1,0,4,1,0,0,39,39,3
30,6,2069,1,6,2,5,0,4,1,0,0,59,39,1
29,4,25237,9,12,0,12,4,1,0,0,0,39,3,1
18,4,20383,11,8,2,3,0,4,1,0,0,41,39,1
40,2,2704,15,9,6,4,1,4,1,93,0,39,39,1
20,5,25762,15,9,2,4,0,4,1,0,0,49,39,3
37,2,5985,1,6,6,11,4,2,0,0,0,39,39,1
17,4,25509,11,8,5,7,1,4,1,27,0,44,39,1
37,1,11233,11,8,4,1,4,4,0,0,0,39,26,1
32,4,6913,9,12,2,12,0,4,1,0,0,59,39,1
7,4,13685,9,12,4,1,3,4,0,0,0,19,39,1
1,4,25772,1,6,4,8,3,4,0,0,0,3,39,1
45,6,2387,10,15,2,10,0,4,1,0,0,49,42,3
20,5,25752,11,8,2,4,0,4,1,0,0,54,39,3
25,4,16819,15,9,2,3,0,4,1,0,0,49,39,1
26,4,1551,4,2,5,8,2,4,0,0,0,39,8,1
3,4,24469,11,8,4,4,4,2,0,0,0,39,39,1
19,4,26350,15,9,3,8,3,4,0,0,0,27,39,1
6,4,27243,15,9,4,1,4,4,0,0,0,37,39,1
31,4,13135,11,8,6,1,4,4,0,0,0,23,39,1
60,6,11331,13,0,6,4,1,4,0,0,0,59,39,1
9,4,24388,11,8,5,8,4,4,0,0,0,38,39,1
8,4,24855,9,12,2,14,0,4,1,0,0,39,39,1
21,4,11527,11,8,2,14,0,4,1,0,40,39,39,1
8,4,16812,9,12,4,4,1,4,0,0,0,39,39,1
10,4,10569,7,11,2,14,0,1,1,0,0,39,42,1
19,2,20956,11,8,5,1,4,2,0,0,0,39,39,1
34,5,21372,15,9,2,4,0,4,1,0,55,57,39,3
16,4,10780,9,12,4,12,1,4,1,0,0,49,39,3
14,4,5939,15,9,1,3,0,4,1,0,0,27,39,1
16,4,18104,15,9,2,7,0,4,1,0,0,39,39,3
7,4,11177,9,12,4,13,1,4,1,0,0,19,39,1
47,9,3618,11,8,6,15,1,4,0,0,0,3,39,1
19,2,21368,14,14,0,10,4,4,0,0,0,23,11,1
9,7,19850,15,9,4,1,1,4,0,0,0,39,39,1
14,2,17418,9,12,4,11,1,4,1,0,49,39,39,1
16,4,1616,11,8,2,4,0,4,1,0,0,44,39,1
5,9,16479,7,11,4,15,3,4,1,0,0,39,39,1
20,4,27136,11,8,2,3,0,4,1,0,0,39,39,1
20,4,7122,11,8,2,1,5,4,0,0,0,24,39,3
20,4,7558,10,15,2,10,0,1,1,95,0,39,36,3
6,4,16127,15,9,4,1,3,2,0,0,0,23,39,1
9,4,1407,9,12,4,1,1,4,0,0,0,39,39,1
20,4,9530,11,8,0,4,4,4,0,0,0,49,39,1
5,4,12755,11,8,4,7,2,2,1,0,0,0,39,1
32,4,25984,11,8,2,3,0,4,1,0,50,39,39,3
36,4,12497,15,9,0,6,4,4,0,0,0,39,39,1
23,4,25272,15,9,2,12,0,4,1,0,0,39,6,1
13,2,21960,9,12,4,12,4,2,0,0,0,16,39,1
42,4,14774,11,8,0,1,1,2,1,0,0,39,39,1
32,4,10061,11,8,0,3,4,4,1,0,0,49,39,1
9,4,15350,11,8,2,4,0,4,1,0,0,39,39,1
33,4,20504,3,1,2,5,2,4,1,0,0,39,26,1
30,4,18384,11,8,2,1,0,4,1,112,0,39,39,3
25,4,6302,9,12,2,12,0,4,1,0,0,59,39,3
7,4,18264,8,10,4,12,1,4,0,0,0,34,39,1
29,4,11788,11,8,2,3,5,4,0,81,0,39,39,3
33,1,1118,15,9,2,1,0,4,1,0,0,39,39,3
1,4,12866,15,9,4,1,3,4,0,0,0,9,39,1
3,4,22543,11,8,4,7,3,2,1,0,0,39,39,1
1,4,6560,11,8,4,5,3,4,1,0,0,39,39,1
24,4,7146,7,11,4,3,1,4,1,0,0,47,39,1
45,1,984,15,9,2,10,0,4,1,0,0,39,39,3
19,4,3211,11,8,2,14,0,4,1,0,0,69,39,1
29,7,13749,11,8,2,6,0,4,1,0,0,39,39,1
31,1,21702,15,9,0,1,4,2,1,82,0,39,39,1
35,4,21613,8,10,0,1,1,4,0,0,0,39,11,1
36,4,27729,11,8,4,14,4,2,1,0,0,39,39,1
14,4,10199,7,11,4,13,1,1,0,0,0,39,39,1
13,4,17247,8,10,2,4,0,4,1,0,0,34,39,3
9,4,18788,11,8,4,6,4,4,1,0,0,39,39,1
2,4,8624,11,8,4,8,3,4,1,0,0,34,39,1
3,4,13164,11,8,4,3,3,4,1,0,0,39,39,1
18,4,14578,9,12,4,4,3,4,0,0,0,39,39,1
7,4,22826,7,11,4,12,3,4,1,0,0,29,39,1
5,6,13017,15,9,4,10,3,4,0,0,0,14,39,1
23,4,13130,9,12,4,10,1,4,0,0,0,59,39,3
7,6,18474,6,4,2,3,0,4,1,0,0,44,39,1
17,4,14276,11,8,5,1,1,4,0,0,0,19,39,1
7,4,16146,9,12,2,10,0,4,1,0,0,39,39,1
3,4,12267,15,9,4,8,1,4,0,0,0,29,39,1
29,4,17086,15,9,2,12,0,4,1,0,0,39,39,3
32,4,16151,9,12,2,4,0,4,1,0,0,44,39,3
20,4,15256,9,12,2,13,0,4,1,0,0,44,39,3
1,4,21461,1,6,4,10,3,4,1,0,0,4,39,1
21,6,26541,15,9,2,3,0,4,1,0,0,54,39,1
4,4,13227,9,12,2,12,2,4,0,0,0,34,39,1
18,4,13923,11,8,0,12,1,4,0,0,0,39,39,1
26,2,18030,8,10,0,1,1,2,0,0,0,39,39,1
44,4,18348,9,12,2,4,0,4,1,0,0,49,39,3
29,4,21842,11,8,0,3,1,4,1,0,0,39,39,1
22,4,7618,9,12,4,4,1,4,1,0,0,59,39,1
12,4,5949,8,10,2,4,0,2,1,0,81,39,39,3
41,4,770,15,9,0,1,1,4,0,0,0,39,39,1
30,4,19154,15,9,0,4,1,4,0,0,0,39,39,1
18,4,7521,1,6,4,6,2,4,1,0,0,39,39,1
20,4,13224,9,12,2,4,0,4,1,0,0,39,39,3
11,4,15141,11,8,2,12,0,4,1,0,0,54,39,1
9,4,14008,15,9,2,13,0,4,1,0,0,39,39,1
19,6,6034,11,8,0,3,1,4,1,0,0,39,39,1
32,6,11769,8,10,2,4,0,4,1,0,0,39,39,1
6,7,24547,15,9,4,1,3,2,1,0,0,19,39,1
23,4,1209,11,8,0,10,4,4,0,0,0,39,39,1
20,1,2273,11,8,4,1,4,2,0,0,0,39,39,1
3,9,8042,15,9,4,15,2,4,1,0,0,39,39,1
3,4,7439,15,9,4,8,3,4,0,46,0,34,39,1
21,4,4591,9,12,2,3,0,4,1,0,0,44,39,1
23,9,23846,11,8,4,15,1,4,1,0,0,22,39,1
41,4,23876,1,6,0,1,1,4,0,62,0,39,39,1
11,4,3060,6,4,4,7,3,4,1,0,0,39,32,1
13,4,21554,12,13,2,10,5,4,0,0,0,34,39,3
12,4,5982,15,9,2,13,5,4,0,0,0,39,39,1
35,4,19433,9,12,2,10,0,4,1,0,0,49,39,3
9,4,22528,11,8,2,3,0,4,1,0,0,39,39,1
22,4,2583,11,8,0,8,4,4,0,0,0,23,39,1
23,4,19063,12,13,0,4,4,4,0,0,0,37,39,1
34,6,89,11,8,2,5,0,4,1,0,40,39,39,1
9,4,16066,9,12,5,12,1,4,0,0,0,39,39,1
2,9,13931,15,9,4,15,3,4,1,0,0,39,39,1
47,4,8525,1,6,6,7,1,4,0,0,0,39,19,1
5,4,4955,15,9,4,1,3,4,1,0,0,49,39,1
23,4,20903,11,8,0,7,3,4,1,0,0,39,39,1
14,4,23171,9,12,6,12,4,4,0,0,0,40,39,1
18,4,10176,15,9,2,14,0,0,1,0,50,39,39,3
7,4,16861,9,12,4,14,3,4,0,0,0,81,39,1
41,4,2092,14,14,0,13,4,4,1,0,0,39,39,3
66,2,5837,15,9,6,10,1,4,1,0,0,11,39,1
28,4,713,9,12,2,12,0,4,1,0,0,54,39,3
30,4,1950,9,12,0,4,4,3,1,0,11,39,39,1
11,4,24372,11,8,0,1,1,4,0,0,0,39,39,1
12,1,8103,8,10,4,1,4,2,0,0,0,39,39,1
6,4,17026,9,12,4,10,1,4,0,0,0,39,39,1
13,6,27525,11,8,4,5,1,4,1,0,0,39,42,1
14,4,15597,8,10,4,1,4,2,0,0,0,29,39,1
13,2,12433,12,13,2,10,0,1,1,0,0,39,39,3
40,9,18876,9,12,2,15,0,4,1,0,0,39,39,3
63,9,10841,3,1,5,15,1,2,1,0,0,14,39,1
4,4,13429,15,9,4,6,3,4,1,0,0,34,39,1
7,4,26648,1,6,4,6,3,4,1,0,0,38,39,1
22,6,775,11,8,2,3,0,4,1,0,0,39,39,1
13,4,18167,14,14,4,10,1,4,1,0,0,49,39,3
19,4,10364,11,8,2,1,0,4,1,95,0,54,39,3
44,6,2215,14,14,0,10,1,4,1,0,0,49,39,1
6,4,2616,15,9,4,12,3,4,1,0,0,54,39,1
17,4,8448,15,9,2,12,0,4,1,0,0,95,39,1
36,4,22790,11,8,0,6,4,2,0,0,0,39,39,1
6,4,27347,1,6,4,6,3,4,1,0,0,29,39,1
34,4,8765,11,8,0,12,2,4,0,0,0,30,39,1
12,4,20537,11,8,4,3,1,4,1,41,0,39,39,1
5,4,13787,15,9,4,3,1,4,1,0,0,39,39,1
2,4,27073,15,9,3,1,3,4,1,0,0,39,39,1
38,1,10575,12,13,4,4,1,4,0,101,0,39,39,3
31,4,9798,11,8,6,12,4,4,0,0,0,36,39,1
30,4,15147,11,8,2,13,0,4,1,0,0,64,39,3
15,4,2849,11,8,4,8,1,4,0,0,0,55,39,1
10,6,10263,11,8,4,5,3,4,1,0,0,39,39,1
24,4,2413,11,8,2,3,0,4,1,0,0,44,39,1
8,4,11666,7,11,4,4,3,4,1,0,0,44,39,1
10,2,14205,11,8,4,5,3,0,1,0,0,59,39,1
14,4,23380,11,8,2,4,5,4,0,0,0,34,39,1
11,4,1284,9,12,4,10,1,4,1,0,0,49,39,1
6,4,15860,11,8,5,7,3,4,1,0,0,52,39,1
14,4,21914,11,8,0,1,1,4,0,0,0,39,39,1
4,4,10911,11,8,4,8,1,4,1,0,0,34,39,1
9,4,5305,15,9,4,8,3,4,1,0,0,39,39,1
28,2,4465,15,9,0,1,4,4,0,0,0,34,39,1
13,4,16941,11,8,0,3,3,4,1,0,0,39,39,1
28,4,3176,11,8,4,12,3,4,0,0,0,34,39,1
10,4,2163,11,8,4,3,1,2,1,0,0,39,39,1
12,6,25383,1,6,5,14,1,4,1,0,0,59,39,1
14,4,1219,15,9,4,8,1,4,1,0,0,39,39,1
40,4,7173,6,4,2,14,2,4,0,0,0,39,42,1
43,4,28476,9,12,2,8,0,4,1,0,0,24,39,1
9,4,9456,15,9,0,1,3,4,0,0,0,39,39,1
14,2,737,9,12,4,10,1,4,0,0,0,39,39,1
22,4,12089,2,7,4,8,4,2,0,0,0,47,14,1
35,2,1843,11,8,2,8,0,4,1,0,0,39,39,1
33,4,7621,11,8,2,14,0,4,1,0,0,39,39,3
44,4,20743,11,8,2,3,0,2,1,0,0,39,39,1
20,7,24689,15,9,0,1,4,4,0,0,0,39,39,1
3,4,21745,11,8,4,6,3,2,1,0,0,39,39,1
25,6,21047,15,9,0,3,4,4,1,0,0,54,39,1
46,1,25236,3,1,2,1,0,2,1,0,0,39,33,1
21,6,11921,14,14,4,10,1,4,1,0,0,59,39,3
37,6,21797,15,9,2,5,0,4,1,0,0,44,39,3
18,4,5854,15,9,4,7,1,4,0,0,0,39,39,1
3,4,1216,11,8,4,8,1,4,1,0,0,44,39,1
41,6,18484,0,5,5,12,2,3,1,0,0,39,5,1
21,4,10902,8,10,2,10,0,4,1,0,0,47,39,1
4,9,6950,15,9,4,15,3,4,1,0,0,39,39,1
10,5,14729,11,8,4,4,1,4,1,0,0,49,39,1
36,4,19742,12,13,2,4,0,4,1,112,0,49,39,3
14,2,14885,9,12,2,10,0,4,1,0,0,39,39,1
15,4,24882,12,13,4,4,1,4,0,0,0,44,39,1
36,4,22400,2,7,2,13,0,4,1,0,0,44,39,3
19,4,23943,15,9,0,3,1,4,1,0,0,44,26,1
8,4,6423,15,9,2,10,0,4,1,0,0,49,39,1
6,9,1041,15,9,4,15,1,4,1,0,0,39,42,1
13,6,6385,15,9,2,4,0,4,1,0,0,39,39,1
40,6,20938,11,8,2,12,0,4,1,0,0,70,39,1
23,5,6734,7,11,2,4,0,4,1,0,0,64,39,3
25,7,28496,15,9,5,10,4,2,0,0,0,39,39,1
38,4,3198,11,8,5,12,1,4,1,0,0,35,39,1
9,4,15580,15,9,4,3,3,4,1,0,0,39,39,1
26,6,2252,9,12,0,10,4,4,1,0,0,49,39,1
41,6,825,7,11,2,3,5,4,0,0,0,19,39,1
13,4,19891,11,8,4,12,3,4,0,0,0,44,39,1
7,4,5721,11,8,0,6,4,4,1,0,0,39,39,1
43,4,18336,11,8,2,14,0,4,1,0,0,49,39,1
22,4,14424,11,8,0,8,1,4,0,0,0,39,39,1
23,4,3035,11,8,2,14,0,4,1,0,0,39,39,1
46,6,73,11,8,2,8,0,4,1,0,0,39,39,3
21,4,2361,9,12,0,1,4,4,0,0,0,39,39,1
33,5,13963,11,8,2,12,0,4,1,0,0,39,39,1
14,7,17066,11,8,0,1,4,4,0,0,0,29,39,1
6,4,7341,8,10,2,3,0,2,1,0,0,39,39,1
19,4,3303,0,5,0,3,4,4,0,0,0,39,39,1
42,9,21734,15,9,2,15,0,3,1,0,0,39,33,1
31,4,7902,3,1,2,8,0,1,1,0,0,44,3,1
8,4,8028,15,9,4,12,4,4,0,0,0,39,39,1
26,4,850,15,9,3,3,4,4,1,0,93,39,39,3
19,4,20015,15,9,2,10,0,4,1,0,0,39,39,1
28,4,923,9,12,0,10,4,4,0,0,0,39,39,1
58,4,7730,11,8,4,1,1,4,0,0,0,39,39,3
12,4,22846,8,10,2,1,0,4,1,0,0,39,39,1
10,4,26501,11,8,4,6,1,4,1,0,0,39,39,1
0,4,12685,6,4,4,12,3,4,1,0,0,7,39,1
29,4,346,15,9,2,3,0,4,1,0,0,86,39,3
41,6,8002,0,5,2,3,0,4,1,36,0,24,39,1
8,9,13795,9,12,4,15,1,4,1,0,15,39,39,1
17,7,26605,12,13,4,10,4,4,1,0,0,39,39,1
24,4,9651,15,9,0,3,1,4,1,0,0,39,39,1
34,9,10833,6,4,5,15,1,4,1,0,0,59,39,1
2,4,10442,11,8,4,4,3,4,1,0,0,39,39,1
30,4,757,15,9,2,12,0,4,1,0,0,59,39,1
29,4,6597,15,9,0,13,1,4,0,0,0,37,39,1
19,9,4387,15,9,2,15,0,4,1,0,0,39,39,1
25,6,680,11,8,2,5,0,4,1,0,0,69,39,1
34,4,11858,11,8,5,6,1,2,1,0,0,44,39,1
4,4,4657,15,9,4,8,3,4,0,0,0,9,39,1
33,4,5726,11,8,2,12,5,2,0,0,19,36,39,3
32,6,11998,11,8,2,12,0,4,1,0,0,39,39,1
4,4,8943,15,9,4,6,3,4,1,0,0,39,39,1
35,4,13426,11,8,2,8,0,4,1,0,0,39,39,1
15,4,25658,15,9,4,7,4,4,0,0,0,39,39,1
